time_stamp;event
0;111
217;200
975;200
1267;200
1345;200
1469;200
1539;200
1690;200
2542;200
2542;400
3113;200
3176;200
3260;200
3412;200
3959;200
4031;200
4100;200
4170;200
4519;200
4813;200
4880;200
5006;200
5438;200
5683;200
6485;200
6485;400
7008;200
7105;200
7159;200
7425;200
7829;200
7829;400
8380;200
8478;200
8591;200
8634;200
8738;200
8826;200
8999;200
9086;200
9180;200
9375;200
9939;200
10067;200
10127;200
10378;200
10439;200
10522;200
10657;200
11676;200
11773;200
11886;200
11950;200
12025;200
12272;200
12433;200
12433;400
12979;200
12979;400
13110;200
13524;200
13612;200
13654;200
13716;200
13766;200
14040;200
14040;400
14675;200
14682;200
14766;200
14850;200
14951;200
15009;200
15095;200
15302;200
15388;200
15530;200
15614;200
15827;200
16531;200
16810;200
16914;200
17138;200
17426;200
17490;200
18300;200
18390;200
18482;200
18686;200
18931;200
19006;200
19215;200
19261;200
20084;200
20543;200
20543;400
20655;200
21232;200
21356;200
21460;200
21512;200
21662;200
21847;200
22194;200
22194;400
22660;200
22732;200
22783;200
22847;200
22949;200
23036;200
23337;200
23484;200
23546;200
23659;200
23888;200
24776;200
24776;400
25229;200
25381;200
25481;200
25747;200
26088;200
26593;200
26741;200
26855;200
27055;200
27444;200
27699;200
28438;200
28638;200
29335;200
31859;200
33573;200
34052;200
34430;200
35557;200
35557;400
36060;200
36156;200
36357;200
36435;200
36556;200
36691;200
36936;200
37035;200
37100;200
37178;200
37345;200
37512;200
37619;200
37768;200
38025;200
38713;200
39040;200
39040;400
39504;200
39603;200
39703;200
39858;200
40225;200
40318;200
41238;200
41274;200
41353;200
41833;200
41900;200
42434;200
42766;200
43119;200
43336;200
43995;200
44164;200
44412;200
44515;200
44639;200
44780;200
44891;200
44988;200
45491;200
45491;400
46167;200
46553;200
46616;200
46787;200
46880;200
47055;200
47125;200
47213;200
47660;200
47660;400
48151;200
48345;200
48450;200
48564;200
48649;200
48677;200
48803;200
49663;200
50128;200
50232;200
50492;200
50492;400
51016;200
51065;200
51133;200
51325;200
51400;200
51574;200
51658;200
51773;200
53278;200
53584;200
54235;200
54567;200
55016;200
55190;200
55392;200
55603;200
55886;200
55955;200
56132;200
56373;200
56859;200
56957;200
57118;200
57584;200
58357;200
58999;200
59066;200
59368;200
59459;200
59554;200
59785;200
59854;200
60084;200
60137;200
60279;200
60444;200
60822;200
60822;400
61291;200
61466;200
61599;200
62048;200
62089;200
62226;200
62304;200
62511;200
62511;400
63128;200
63142;200
63172;200
63266;200
63343;200
63400;200
63480;200
63593;200
64028;200
64105;200
64176;200
64409;200
64438;200
64637;200
65114;200
65215;200
65377;200
65484;200
65542;200
65564;200
66038;200
66279;200
66365;200
66538;200
66739;200
67136;200
67136;400
67642;200
67906;200
68044;200
68128;200
68343;200
68343;400
68791;200
68891;200
69051;200
69191;200
69191;400
69644;200
69700;200
69700;400
69708;200
70441;200
70600;200
70709;200
70797;200
70991;200
70991;400
71635;200
71683;200
71771;200
71861;200
71861;400
72459;200
72580;200
72701;200
73021;200
73175;200
73238;200
73584;200
73713;200
73782;200
73846;200
74621;200
75584;200
75698;200
76254;200
76460;200
76568;200
76638;200
76697;200
78502;200
78502;400
79003;200
79134;200
79240;200
79299;200
79441;200
79558;200
79639;200
79746;200
79895;200
80032;200
80165;200
80306;200
80492;200
80861;200
81158;200
81245;200
81245;400
81707;200
81773;200
81827;200
81906;200
81977;200
82078;200
82275;200
82499;200
82621;200
82878;200
83316;200
83471;200
83674;200
83760;200
84505;200
84649;200
84769;200
84806;200
84882;200
85059;200
85281;200
85463;200
85648;200
85804;200
86022;200
86231;200
86775;200
86854;200
87024;200
87220;200
87273;200
87346;200
87376;200
87665;200
87914;200
88100;200
88213;200
88282;200
88396;200
88724;200
88908;200
88973;200
89189;200
89334;200
89487;200
89639;200
90165;200
90253;200
90336;200
91107;200
91513;200
91513;400
92043;200
92188;200
92263;200
92359;200
92447;200
92523;200
92787;200
92878;200
92979;200
93147;200
93699;200
93789;200
93858;200
93940;200
94040;200
95085;200
95085;400
95591;200
95591;400
96190;200
96294;200
96340;200
96434;200
96576;200
96667;200
96790;200
96906;200
97019;200
97282;200
97355;200
97417;200
97513;200
97610;200
97820;200
97899;200
97980;200
98629;200
98765;200
99326;200
99596;200
99675;200
99745;200
100025;200
100087;200
100087;400
100523;200
100672;200
100747;200
100905;200
100989;200
101133;200
101305;200
101472;200
101873;200
102085;200
102149;200
102239;200
102239;400
103029;200
103122;200
103165;200
103245;200
103386;200
103479;200
103580;200
104451;200
104451;400
105172;200
105249;200
105296;200
105378;200
105469;200
105578;200
105640;200
105772;200
105864;200
105970;200
106083;200
106266;200
106656;200
106861;200
106977;200
107093;200
107155;200
107258;200
107438;200
108094;200
108094;400
108577;200
108613;200
108690;200
108778;200
108805;200
108934;200
109027;200
109092;200
109189;200
109306;200
109370;200
109483;200
109902;200
110246;200
110403;200
110996;200
111293;200
111597;200
113224;200
113342;200
113512;200
113571;200
113701;200
113781;200
114173;200
114530;200
115087;200
115711;200
115809;200
116160;200
116267;200
116381;200
116486;200
116656;200
117416;200
117670;200
117808;200
118370;200
118370;400
118886;200
118979;200
119039;200
119149;200
119205;200
119320;200
119443;200
119758;200
119824;200
119982;200
120049;200
120119;200
120233;200
120377;200
120599;200
120599;400
121083;200
121287;200
121357;200
121414;200
121567;200
121673;200
121846;200
122061;200
122222;200
122436;200
122685;200
123110;200
123236;200
123272;200
123291;200
123396;200
124124;200
124409;200
124483;200
124594;200
124782;200
124934;200
125021;200
125207;200
125689;200
125924;200
126111;200
126329;200
127045;200
127045;400
127597;200
127706;200
127786;200
127863;200
127928;200
127971;200
127984;200
127991;200
128074;200
128156;200
128253;200
128406;200
128571;200
129074;200
129238;200
129527;200
130554;200
130675;200
130795;200
130994;200
131157;200
131262;200
131430;200
131988;200
131988;400
132431;200
132611;200
132728;200
132844;200
132932;200
133136;200
133288;200
133397;200
138094;200
138094;400
138102;200
138896;200
138896;400
139013;200
139570;200
139570;400
140407;200
140452;200
140482;200
140683;200
140833;200
140833;400
142467;200
142520;200
142542;200
143406;200
143823;200
143823;400
143920;200
144446;200
144560;200
144683;200
144911;200
144964;200
145849;200
145849;400
147013;200
147220;200
148349;200
149375;200
150441;200
150574;200
151242;200
152085;200
153353;200
155028;200
155035;200
155058;200
156710;200
156710;400
158072;200
158176;200
159495;200
159613;200
160117;200
161832;200
161832;400
162411;200
162917;200
163225;200
163345;200
163667;200
163840;200
164398;200
164398;400
165087;200
165210;200
165242;200
165339;200
165442;200
165775;200
165863;200
165991;200
166037;200
166139;200
166353;200
166567;200
167212;200
167212;400
167853;200
168037;200
169168;200
169210;200
169362;200
170277;200
170642;200
170647;200
170687;200
170687;400
170728;200
171603;200
171603;400
172223;200
172362;200
172519;200
172600;200
172729;200
172854;200
172957;200
173049;200
173146;200
173760;200
173788;200
173817;200
174197;200
174828;200
175600;200
176648;200
176831;200
177362;200
177480;200
178130;200
178130;400
178821;200
178909;200
179061;200
179061;400
179637;200
179779;200
179785;200
180423;200
180423;400
180974;200
181063;200
181256;200
181356;200
181466;200
181573;200
181688;200
182100;200
182259;200
182695;200
182816;200
182947;200
183982;200
183982;400
184527;200
185077;200
186870;200
187020;200
188152;200
188152;400
188775;200
189698;200
189802;200
190165;200
190638;200
191213;200
191224;200
191541;200
192177;200
192815;200
194000;200
194419;200
194484;200
195201;200
196072;200
198724;200
198724;400
199192;200
199192;400
199699;200
199778;200
199928;200
200022;200
200125;200
200392;200
200524;200
200856;200
200956;200
201241;200
201291;200
201352;200
201484;200
201982;200
202262;200
202425;200
202787;200
202933;200
203109;200
203174;200
203361;200
204078;200
204078;400
204934;200
204934;400
205529;200
205630;200
205697;200
205780;200
206582;200
207289;200
207496;200
207764;200
207835;200
207907;200
209250;200
209523;200
209715;200
210622;200
211338;200
211338;400
211806;200
211878;200
211957;200
212123;200
212187;200
213122;200
213122;400
213652;200
213762;200
213901;200
214372;200
214505;200
215143;200
215143;400
215273;200
215759;200
215839;200
216345;200
217492;200
217492;400
217492;999